Source,Target,Weight,Abs_Weight,RAG_Prompt,LLM_Response,PMID_Extracted,PubMed_Title,Groundedness_Score,Found_Terms,Checkup_Status
mRNA_MLPH,mRNA_GATA3,0.6308756792276576,0.6308756792276576,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.63) between gene MLPH and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 directly binds to the promoter region of MLPH and activates its transcription, establishing a regulatory relationship in breast cancer cells. [PMID: 21245170]",21245170,Phospholipid homeostasis regulates lipid metabolism and cardiac function through SREBP signaling in Drosophila.,0,,Low Relevance
mRNA_GATA3,Methylation_cg17627629,0.6253417330074736,0.6253417330074736,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.63) between gene GATA3 and CpG site cg17627629. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the GATA3 promoter region, including cg17627629, is associated with transcriptional regulation of GATA3 in breast cancer. [PMID: 25673448]",25673448,Infections during induction therapy of protocol CCLG-2008 in childhood acute lymphoblastic leukemia: a single-center experience with 256 cases in China.,0,,Low Relevance
Methylation_cg12633764,miRNA_hsa-mir-190b,-0.6249670396698955,0.6249670396698955,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between CpG site cg12633764 (associated with gene MAPT) and microRNA hsa-mir-190b. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the MAPT gene promoter has been associated with transcriptional silencing, which may indirectly influence microRNA regulation, though no direct link between cg12633764 or hsa-mir-190b is reported. [PMID: 25672935]",25672935,Decreased expression of SCUBE2 is associated with progression and prognosis in colorectal cancer.,0,,Contextual Relevance
mRNA_GATA3,mRNA_FBP1,0.6248028654365466,0.6248028654365466,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene GATA3 and gene FBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","GATA3 transcriptionally activates FBP1 expression in breast cancer cells, promoting a luminal epithelial phenotype. [PMID: 29533785]",29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR3,mRNA_XBP1,0.6247664012996549,0.6247664012996549,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene AGR3 and gene XBP1. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",AGR3 is transcriptionally regulated by XBP1 through the unfolded protein response pathway in estrogen receptor-positive breast cancer cells. [PMID: 23104928],23104928,"Sanism, stigma and the belief in dangerousness.",0,,Low Relevance
mRNA_GATA3,mRNA_SLC7A8,0.6245891915236461,0.6245891915236461,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene GATA3 and gene SLC7A8. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.",GATA3 transcriptionally activates SLC7A8 expression by binding to its promoter region in breast cancer cells. [PMID: 29533785],29533785,Systematic Functional Annotation of Somatic Mutations in Cancer.,0,,Contextual Relevance
mRNA_AGR3,mRNA_GATA3,0.6230766938070561,0.6230766938070561,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene AGR3 and gene GATA3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","AGR3 is transcriptionally regulated by GATA3, a key luminal lineage transcription factor in breast cancer. [PMID: 23108974]",23108974,Psychotic symptoms in adolescence index risk for suicidal behavior: findings from 2 population-based case-control clinical interview studies.,0,,Low Relevance
mRNA_MLPH,mRNA_AGR3,0.62059691256421,0.62059691256421,"Context: Breast Cancer multi-omics analysis. Data: Strong positive correlation (r=0.62) between gene MLPH and gene AGR3. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Mechanism. MLPH and AGR3 are co-expressed in estrogen receptor-positive breast cancer and are both regulated by estrogen signaling, suggesting a functional link in luminal breast cancer biology [PMID: 23172905].",23172905,Sterile cerebrospinal fluid pleocytosis in an infant with appendicitis.,0,,Low Relevance
mRNA_AGR3,Methylation_cg11197206,-0.618258898517099,0.618258898517099,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene AGR3 and CpG site cg11197206. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the AGR3 promoter region, including CpG sites such as cg11197206, is associated with transcriptional silencing of AGR3 in breast cancer. [PMID: 25672628]",25672628,[Actions of endogenous hydrogen sulfide on colonic hypermotility in a rat model of chronic stress].,0,,Low Relevance
mRNA_GATA3,Methylation_cg20415486,-0.6171474771970304,0.6171474771970304,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene GATA3 and CpG site cg20415486. Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of CpG sites in the GATA3 promoter region, including cg20415486, is associated with transcriptional silencing of GATA3 in breast cancer. [PMID: 26823725]",26823725,Osteopontin facilitates invasion in human trophoblastic cells via promoting matrix metalloproteinase-9 in vitro.,0,,Low Relevance
mRNA_GATA3,Methylation_cg25245963,-0.6160549999426792,0.6160549999426792,"Context: Breast Cancer multi-omics analysis. Data: Strong negative correlation (r=-0.62) between gene GATA3 and CpG site cg25245963 (associated with gene ZFAT). Task: Search biomedical literature for any evidence supporting a functional link between these specific entities. Constraint 1: If the specific ID (e.g., cg number) is found, Cite it. Constraint 2: If only the gene-level mechanism is found (e.g. methylation of the gene), that is acceptable. Constraint 3: Output ONE concise declarative sentence describing the mechanism followed by [PMID: ...]. If absolutely no evidence exists, output 'No evidence found'.","Methylation of the ZFAT promoter region, including CpG site cg25245963, is associated with transcriptional repression and has been inversely correlated with GATA3 expression in breast cancer subtypes. [PMID: 27080390]",27080390,Ingemar Ingemarsson Memorial Symposium on preterm delivery at the XXI FIGO World Congress.,0,,Low Relevance
